record_id,category,incident_datetime,state,city,person_name,person_age,person_gender,contact_number,record_status,crime_type,platform_involved,,financial_loss_inr,caller_number,callee_number,call_duration_sec,call_type,tower_location,imei_number,fir_number,police_station,complaint_category,officer_assigned,fir_status,platform_name,account_handle,theft_type,followers_count,recovery_status,transaction_id,bank_name,account_number_masked,transaction_amount_inr,transaction_type,merchant_name,fraud_flag,description
REC000303,Cybercrime,4/28/2025 0:03,Kerala,Kozhikode,Priya Singh,26,Female,9.18309E+11,Closed,Ransomware,Social Media,,0,,,,,,,,,,,,,,,,,,,,,,,,"Ransomware reported via Social Media, financial loss INR 0.00."
REC005812,Online FIR,10/24/2024 21:00,Bihar,Gaya,Divya Sharma,68,Female,9.16893E+11,Resolved,,,,,,,,,,,FIR/2023/58937,Gaya Cyber Crime PS,Extortion,ASI Aanya Reddy,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Under Investigation."
REC001277,Cybercrime,6/7/2025 7:01,West Bengal,Siliguri,Arjun Chauhan,63,Male,9.17476E+11,Resolved,Malware Attack,SMS,,0,,,,,,,,,,,,,,,,,,,,,,,,"Malware Attack reported via SMS, financial loss INR 0.00."
REC004433,Online FIR,9/2/2024 7:06,Telangana,Warangal,Komal Pillai,63,Female,9.19796E+11,Open,,,,,,,,,,,FIR/2023/80524,Warangal Cyber Crime PS,Data Theft,SI Suresh Mishra,Closed,,,,,,,,,,,,,"Online FIR filed for Data Theft, current status: Closed."
REC003645,Call Data Record,6/6/2025 10:13,Telangana,Warangal,Meera Kapoor,30,Female,9.18921E+11,Open,,,,,9.17494E+11,9.19419E+11,2853,Outgoing,West Bengal,9.35489E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 2853s logged via Mumbai circle.
REC004144,Online FIR,6/23/2026 6:43,Delhi,Rohini,Arjun Rao,31,Male,9.18213E+11,Closed,,,,,,,,,,,FIR/2024/11814,Rohini Cyber Crime PS,Online Impersonation,SHO Kunal Patel,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Online Impersonation, current status: Pending Verification."
REC002879,Call Data Record,4/20/2024 17:02,Maharashtra,Nashik,Nikhil Joshi,24,Male,9.19732E+11,Resolved,,,,,9.19038E+11,9.19631E+11,0,Missed,Gujarat,9.32239E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via West Bengal circle.
REC006494,Social Media Theft,2/5/2023 1:13,Haryana,Faridabad,Pranav Yadav,27,Male,9.17463E+11,Escalated,,,,,,,,,,,,,,,,Telegram,@pranav_yadav990,Data Leak,182251,Recovered,,,,,,,,Data Leak reported on Telegram account.
REC005241,Online FIR,9/8/2025 1:14,Kerala,Kozhikode,Ira Patel,55,Female,9.17493E+11,Open,,,,,,,,,,,FIR/2025/10341,Kozhikode Cyber Crime PS,Identity Theft,SHO Krishna Saxena,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Identity Theft, current status: Chargesheet Filed."
REC009409,Online Bank Transaction,7/13/2024 13:09,Gujarat,Vadodara,Preeti Mehta,42,Female,9.19123E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN624895937970,IDBI Bank,XXXX2072,292890.58,Net Banking,Zomato,No,"Net Banking transaction of INR 292,890.58, fraud_flag=No."
REC006938,Social Media Theft,11/14/2025 2:59,Maharashtra,Nashik,Sandeep Saxena,57,Male,9.17998E+11,Escalated,,,,,,,,,,,,,,,,Snapchat,@sandeep_saxena93,Fake Profile Created,67174,Pending,,,,,,,,Fake Profile Created reported on Snapchat account.
REC007241,Social Media Theft,5/22/2026 16:36,Tamil Nadu,Chennai,Reyansh Choudhary,65,Male,9.17735E+11,Open,,,,,,,,,,,,,,,,Snapchat,@reyansh_choudhary700,Password Compromised,175484,Not Recovered,,,,,,,,Password Compromised reported on Snapchat account.
REC002594,Call Data Record,9/2/2025 15:03,Haryana,Panipat,Vikram Malhotra,47,Male,9.17264E+11,Open,,,,,9.17353E+11,9.19163E+11,1078,Incoming,Haryana,4.86056E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 1078s logged via Haryana circle.
REC002394,Call Data Record,6/11/2024 1:38,Uttar Pradesh,Noida,Komal Nair,33,Female,9.19425E+11,Escalated,,,,,9.19024E+11,9.16572E+11,1952,Outgoing,West Bengal,9.2341E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 1952s logged via Mumbai circle.
REC000524,Cybercrime,11/30/2025 22:17,Maharashtra,Nashik,Neha Singh,27,Female,9.19285E+11,Open,OTP Fraud,Email,,0,,,,,,,,,,,,,,,,,,,,,,,,"OTP Fraud reported via Email, financial loss INR 0.00."
REC006377,Social Media Theft,12/6/2025 21:52,Karnataka,Bengaluru,Karan Sharma,56,Male,9.17227E+11,Under Review,,,,,,,,,,,,,,,,LinkedIn,@karan_sharma499,Impersonation,183804,Under Review,,,,,,,,Impersonation reported on LinkedIn account.
REC006982,Social Media Theft,3/8/2024 18:23,Delhi,New Delhi,Aman Ghosh,34,Male,9.19099E+11,Under Review,,,,,,,,,,,,,,,,Instagram,@aman_ghosh255,Account Hacked,217184,Recovered,,,,,,,,Account Hacked reported on Instagram account.
REC006678,Social Media Theft,9/8/2024 11:48,Rajasthan,Jaipur,Bhavna Thakur,37,Female,9.19912E+11,Escalated,,,,,,,,,,,,,,,,WhatsApp,@bhavna_thakur863,Account Hacked,234734,Recovered,,,,,,,,Account Hacked reported on WhatsApp account.
REC003901,Call Data Record,9/22/2025 11:10,Telangana,Warangal,Ananya Bose,43,Female,9.17734E+11,Closed,,,,,9.16846E+11,9.18467E+11,3176,Outgoing,AP,8.82986E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 3176s logged via Karnataka circle.
REC009635,Online Bank Transaction,3/13/2025 20:38,Haryana,Gurugram,Bhavna Iyer,39,Female,9.19384E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN844105455864,Punjab National Bank,XXXX0856,19101.48,Net Banking,IRCTC,No,"Net Banking transaction of INR 19,101.48, fraud_flag=No."
REC005586,Online FIR,7/7/2025 20:00,Andhra Pradesh,Visakhapatnam,Bhavna Sharma,45,Female,9.16276E+11,Resolved,,,,,,,,,,,FIR/2024/79980,Visakhapatnam Cyber Crime PS,Harassment,SI Rajesh Iyer,Closed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Closed."
REC009361,Online Bank Transaction,9/13/2024 0:28,Delhi,New Delhi,Meera Chauhan,40,Female,9.19048E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN982615334460,ICICI Bank,XXXX5906,163001.47,IMPS,Zomato,Yes,"IMPS transaction of INR 163,001.47, fraud_flag=Yes."
REC007957,Social Media Theft,9/8/2023 19:49,Punjab,Amritsar,Nikhil Pillai,62,Male,9.17538E+11,Open,,,,,,,,,,,,,,,,WhatsApp,@nikhil_pillai910,Data Leak,93091,Recovered,,,,,,,,Data Leak reported on WhatsApp account.
REC007571,Social Media Theft,8/8/2024 20:04,Punjab,Mohali,Pooja Kumar,30,Female,9.1899E+11,Escalated,,,,,,,,,,,,,,,,Instagram,@pooja_kumar795,Unauthorized Access,153570,Pending,,,,,,,,Unauthorized Access reported on Instagram account.
REC006778,Social Media Theft,12/30/2024 21:49,Punjab,Mohali,Preeti Thakur,44,Female,9.18499E+11,Resolved,,,,,,,,,,,,,,,,Twitter/X,@preeti_thakur132,Impersonation,118353,Under Review,,,,,,,,Impersonation reported on Twitter/X account.
REC000672,Cybercrime,6/27/2024 21:18,Uttar Pradesh,Noida,Karan Choudhary,47,Male,9.17066E+11,Under Review,Cyberstalking,Social Media,,0,,,,,,,,,,,,,,,,,,,,,,,,"Cyberstalking reported via Social Media, financial loss INR 0.00."
REC004189,Online FIR,8/20/2024 8:18,Punjab,Amritsar,Meera Dubey,56,Female,9.18326E+11,Escalated,,,,,,,,,,,FIR/2024/34147,Amritsar Cyber Crime PS,Extortion,DySP Sakshi Bose,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Under Investigation."
REC000667,Cybercrime,10/16/2023 11:35,Delhi,Dwarka,Naveen Reddy,32,Male,9.18137E+11,Under Review,QR Code Fraud,Email,,0,,,,,,,,,,,,,,,,,,,,,,,,"QR Code Fraud reported via Email, financial loss INR 0.00."
REC003267,Call Data Record,7/13/2026 10:04,Kerala,Kozhikode,Ritika Rao,55,Female,9.17338E+11,Open,,,,,9.1997E+11,9.18384E+11,3323,Outgoing,Karnataka,9.16389E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 3323s logged via Karnataka circle.
REC001888,Cybercrime,1/31/2025 18:49,Kerala,Thiruvananthapuram,Aman Chauhan,69,Male,9.18397E+11,Closed,Hacking,SMS,,0,,,,,,,,,,,,,,,,,,,,,,,,"Hacking reported via SMS, financial loss INR 0.00."
REC008473,Online Bank Transaction,5/6/2024 5:47,Andhra Pradesh,Vijayawada,Ira Malhotra,37,Female,9.19287E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN183786396643,Punjab National Bank,XXXX0687,90855.26,UPI,Zomato,No,"UPI transaction of INR 90,855.26, fraud_flag=No."
REC009092,Online Bank Transaction,4/13/2026 7:56,Telangana,Hyderabad,Payal Bansal,41,Female,9.17848E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN368518147523,IndusInd Bank,XXXX7191,190256.22,RTGS,Paytm Mall,No,"RTGS transaction of INR 190,256.22, fraud_flag=No."
REC007688,Social Media Theft,3/9/2025 7:05,Bihar,Gaya,Ira Mishra,20,Female,9.16862E+11,Escalated,,,,,,,,,,,,,,,,Snapchat,@ira_mishra113,Account Hacked,149358,Not Recovered,,,,,,,,Account Hacked reported on Snapchat account.
REC006032,Social Media Theft,5/5/2025 21:52,Uttar Pradesh,Noida,Pallavi Gupta,18,Female,9.19305E+11,Closed,,,,,,,,,,,,,,,,Facebook,@pallavi_gupta371,Account Hacked,157090,Under Review,,,,,,,,Account Hacked reported on Facebook account.
REC006091,Social Media Theft,9/24/2023 0:47,West Bengal,Siliguri,Preeti Reddy,44,Female,9.16747E+11,Closed,,,,,,,,,,,,,,,,Twitter/X,@preeti_reddy568,Impersonation,6682,Not Recovered,,,,,,,,Impersonation reported on Twitter/X account.
REC006239,Social Media Theft,12/12/2025 10:14,Karnataka,Bengaluru,Shreya Kapoor,65,Female,9.16896E+11,Resolved,,,,,,,,,,,,,,,,Instagram,@shreya_kapoor982,Fake Profile Created,10029,Recovered,,,,,,,,Fake Profile Created reported on Instagram account.
REC007351,Social Media Theft,5/5/2024 17:06,Punjab,Chandigarh,Tarun Joshi,26,Male,9.18522E+11,Under Review,,,,,,,,,,,,,,,,Facebook,@tarun_joshi591,Password Compromised,195966,Under Review,,,,,,,,Password Compromised reported on Facebook account.
REC007831,Social Media Theft,8/6/2023 12:33,Delhi,New Delhi,Ritika Nair,69,Female,9.18711E+11,Closed,,,,,,,,,,,,,,,,WhatsApp,@ritika_nair817,Password Compromised,97940,Not Recovered,,,,,,,,Password Compromised reported on WhatsApp account.
REC000761,Cybercrime,5/4/2024 14:44,Telangana,Hyderabad,Preeti Dubey,55,Female,9.17744E+11,Open,Malware Attack,WhatsApp,,0,,,,,,,,,,,,,,,,,,,,,,,,"Malware Attack reported via WhatsApp, financial loss INR 0.00."
REC006255,Social Media Theft,6/3/2025 21:07,Haryana,Panipat,Aarav Rao,63,Male,9.19069E+11,Resolved,,,,,,,,,,,,,,,,Snapchat,@aarav_rao609,Fake Profile Created,50878,Not Recovered,,,,,,,,Fake Profile Created reported on Snapchat account.
REC001907,Cybercrime,4/24/2024 0:11,Uttar Pradesh,Lucknow,Karan Agarwal,46,Male,9.19572E+11,Under Review,Ransomware,Phone Call,,0,,,,,,,,,,,,,,,,,,,,,,,,"Ransomware reported via Phone Call, financial loss INR 0.00."
REC003819,Call Data Record,3/18/2023 20:54,Telangana,Hyderabad,Komal Nair,45,Female,9.18791E+11,Closed,,,,,9.1843E+11,9.18778E+11,1367,Incoming,Mumbai,2.95802E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 1367s logged via AP circle.
REC006270,Social Media Theft,9/4/2026 8:52,Tamil Nadu,Coimbatore,Meera Chauhan,56,Female,9.18035E+11,Open,,,,,,,,,,,,,,,,Twitter/X,@meera_chauhan403,Password Compromised,47903,Pending,,,,,,,,Password Compromised reported on Twitter/X account.
REC004301,Online FIR,1/13/2025 6:54,Gujarat,Ahmedabad,Arjun Saxena,29,Male,9.18983E+11,Under Review,,,,,,,,,,,FIR/2026/64075,Ahmedabad Cyber Crime PS,Extortion,Inspector Tarun Singh,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Under Investigation."
REC005570,Online FIR,12/31/2023 0:03,Kerala,Thiruvananthapuram,Komal Thakur,26,Female,9.18085E+11,Open,,,,,,,,,,,FIR/2024/80136,Thiruvananthapuram Cyber Crime PS,Identity Theft,SHO Riya Patel,Closed,,,,,,,,,,,,,"Online FIR filed for Identity Theft, current status: Closed."
REC007942,Social Media Theft,2/25/2025 6:25,Karnataka,Mangaluru,Anjali Malhotra,70,Female,9.16864E+11,Under Review,,,,,,,,,,,,,,,,Facebook,@anjali_malhotra948,Fake Profile Created,46929,Under Review,,,,,,,,Fake Profile Created reported on Facebook account.
REC004165,Online FIR,8/5/2023 20:42,Rajasthan,Jodhpur,Rahul Iyer,43,Male,9.16958E+11,Closed,,,,,,,,,,,FIR/2026/68895,Jodhpur Cyber Crime PS,Harassment,Constable Pooja Verma,Closed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Closed."
REC005972,Online FIR,3/3/2023 2:10,Gujarat,Surat,Bhavna Dubey,45,Female,9.17099E+11,Open,,,,,,,,,,,FIR/2025/96417,Surat Cyber Crime PS,Identity Theft,SHO Vikram Mishra,Filed,,,,,,,,,,,,,"Online FIR filed for Identity Theft, current status: Filed."
REC003580,Call Data Record,9/11/2024 1:46,Delhi,New Delhi,Aarav Rao,40,Male,9.18676E+11,Escalated,,,,,9.17705E+11,9.16325E+11,0,Missed,AP,2.4246E+12,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Haryana circle.
REC002833,Call Data Record,1/17/2025 19:59,Delhi,Dwarka,Vikram Thakur,33,Male,9.17686E+11,Escalated,,,,,9.18169E+11,9.17568E+11,0,Missed,UP East,4.11669E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Punjab circle.
REC005450,Online FIR,1/29/2025 8:23,Madhya Pradesh,Gwalior,Payal Verma,67,Female,9.16698E+11,Closed,,,,,,,,,,,FIR/2025/59441,Gwalior Cyber Crime PS,Harassment,DySP Nikhil Bhatt,Filed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Filed."
REC003473,Call Data Record,6/1/2023 17:45,Punjab,Mohali,Preeti Das,67,Female,9.16599E+11,Closed,,,,,9.16579E+11,9.18837E+11,2046,Incoming,West Bengal,6.4059E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 2046s logged via Mumbai circle.
REC006328,Social Media Theft,8/26/2026 2:49,Punjab,Mohali,Rajesh Kapoor,31,Male,9.18834E+11,Closed,,,,,,,,,,,,,,,,Telegram,@rajesh_kapoor477,Data Leak,57190,Not Recovered,,,,,,,,Data Leak reported on Telegram account.
REC000138,Cybercrime,8/17/2026 4:37,Karnataka,Mangaluru,Divya Sinha,49,Female,9.18002E+11,Open,Online Job Fraud,WhatsApp,,0,,,,,,,,,,,,,,,,,,,,,,,,"Online Job Fraud reported via WhatsApp, financial loss INR 0.00."
REC007044,Social Media Theft,6/14/2024 14:55,Haryana,Faridabad,Rahul Chatterjee,57,Male,9.16338E+11,Escalated,,,,,,,,,,,,,,,,Telegram,@rahul_chatterjee313,Impersonation,168986,Under Review,,,,,,,,Impersonation reported on Telegram account.
REC004893,Online FIR,12/17/2025 14:56,Delhi,New Delhi,Aditya Malhotra,22,Male,9.19806E+11,Closed,,,,,,,,,,,FIR/2025/27911,New Delhi Cyber Crime PS,Harassment,ASI Karan Pillai,Closed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Closed."
REC002181,Call Data Record,3/9/2024 0:10,Punjab,Chandigarh,Divya Nair,25,Female,9.17617E+11,Under Review,,,,,9.19021E+11,9.18761E+11,2702,Incoming,Tamil Nadu,1.90438E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 2702s logged via Karnataka circle.
REC007731,Social Media Theft,5/13/2023 1:37,Madhya Pradesh,Gwalior,Diya Sinha,60,Female,9.1781E+11,Under Review,,,,,,,,,,,,,,,,LinkedIn,@diya_sinha159,Data Leak,178981,Pending,,,,,,,,Data Leak reported on LinkedIn account.
REC003178,Call Data Record,2/21/2026 18:06,Kerala,Thiruvananthapuram,Aditya Rao,66,Male,9.18075E+11,Under Review,,,,,9.1616E+11,9.1807E+11,0,Missed,Kerala,5.08661E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Gujarat circle.
REC004855,Online FIR,12/28/2025 21:19,Andhra Pradesh,Visakhapatnam,Reyansh Thakur,22,Male,9.17289E+11,Escalated,,,,,,,,,,,FIR/2025/24593,Visakhapatnam Cyber Crime PS,Identity Theft,DySP Saanvi Thakur,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Identity Theft, current status: Pending Verification."
REC004638,Online FIR,10/15/2023 20:27,Andhra Pradesh,Visakhapatnam,Ankit Iyer,62,Male,9.18322E+11,Under Review,,,,,,,,,,,FIR/2025/64055,Visakhapatnam Cyber Crime PS,Financial Fraud,ASI Payal Yadav,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Financial Fraud, current status: Pending Verification."
REC005116,Online FIR,2/17/2023 23:55,Rajasthan,Udaipur,Rohan Agarwal,48,Male,9.1671E+11,Under Review,,,,,,,,,,,FIR/2023/17917,Udaipur Cyber Crime PS,Harassment,SHO Neha Chatterjee,Closed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Closed."
REC007649,Social Media Theft,8/19/2023 16:57,Kerala,Thiruvananthapuram,Gaurav Rao,22,Male,9.1668E+11,Resolved,,,,,,,,,,,,,,,,Telegram,@gaurav_rao943,Fake Profile Created,114678,Pending,,,,,,,,Fake Profile Created reported on Telegram account.
REC004262,Online FIR,3/5/2026 12:51,Gujarat,Ahmedabad,Tarun Chatterjee,52,Male,9.19209E+11,Resolved,,,,,,,,,,,FIR/2024/51964,Ahmedabad Cyber Crime PS,Identity Theft,SHO Saanvi Agarwal,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Identity Theft, current status: Under Investigation."
REC001332,Cybercrime,4/14/2023 8:53,Rajasthan,Jaipur,Manish Chauhan,31,Male,9.17974E+11,Closed,Fake Loan App Fraud,WhatsApp,,0,,,,,,,,,,,,,,,,,,,,,,,,"Fake Loan App Fraud reported via WhatsApp, financial loss INR 0.00."
REC007003,Social Media Theft,8/29/2026 17:31,Kerala,Kozhikode,Sai Malhotra,47,Male,9.16411E+11,Resolved,,,,,,,,,,,,,,,,LinkedIn,@sai_malhotra534,Fake Profile Created,103300,Pending,,,,,,,,Fake Profile Created reported on LinkedIn account.
REC006942,Social Media Theft,6/20/2025 5:43,Madhya Pradesh,Bhopal,Deepak Joshi,56,Male,9.16337E+11,Resolved,,,,,,,,,,,,,,,,Snapchat,@deepak_joshi883,Unauthorized Access,16664,Under Review,,,,,,,,Unauthorized Access reported on Snapchat account.
REC008018,Online Bank Transaction,4/8/2025 23:14,Rajasthan,Jodhpur,Gaurav Kumar,56,Male,9.19305E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN807905642213,Bank of Baroda,XXXX7813,34336.71,Credit Card,Reliance Digital,Yes,"Credit Card transaction of INR 34,336.71, fraud_flag=Yes."
REC006242,Social Media Theft,7/12/2026 16:33,Kerala,Thiruvananthapuram,Aarti Chatterjee,64,Female,9.16381E+11,Closed,,,,,,,,,,,,,,,,Instagram,@aarti_chatterjee631,Impersonation,161699,Not Recovered,,,,,,,,Impersonation reported on Instagram account.
REC009988,Online Bank Transaction,2/12/2026 14:45,Gujarat,Surat,Saanvi Rao,47,Female,9.17471E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN502895689962,IndusInd Bank,XXXX3905,29867.12,IMPS,Swiggy,No,"IMPS transaction of INR 29,867.12, fraud_flag=No."
REC006882,Social Media Theft,12/18/2023 15:03,Madhya Pradesh,Gwalior,Krishna Mishra,45,Male,9.17661E+11,Escalated,,,,,,,,,,,,,,,,Twitter/X,@krishna_mishra912,Password Compromised,56063,Pending,,,,,,,,Password Compromised reported on Twitter/X account.
REC004531,Online FIR,6/27/2024 0:46,Madhya Pradesh,Bhopal,Ankit Bose,70,Male,9.18212E+11,Open,,,,,,,,,,,FIR/2025/78746,Bhopal Cyber Crime PS,Financial Fraud,Inspector Vikram Mishra,Closed,,,,,,,,,,,,,"Online FIR filed for Financial Fraud, current status: Closed."
REC004674,Online FIR,6/23/2023 19:45,Karnataka,Mangaluru,Aanya Malhotra,57,Female,9.16768E+11,Open,,,,,,,,,,,FIR/2025/45838,Mangaluru Cyber Crime PS,Online Impersonation,SI Neha Chatterjee,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Online Impersonation, current status: Under Investigation."
REC006997,Social Media Theft,6/29/2026 2:20,Tamil Nadu,Chennai,Pallavi Joshi,21,Female,9.19729E+11,Escalated,,,,,,,,,,,,,,,,Snapchat,@pallavi_joshi258,Impersonation,183614,Under Review,,,,,,,,Impersonation reported on Snapchat account.
REC001253,Cybercrime,12/5/2024 13:47,Maharashtra,Pune,Aarav Verma,39,Male,9.17989E+11,Closed,Cyberstalking,SMS,,329523.44,,,,,,,,,,,,,,,,,,,,,,,,"Cyberstalking reported via SMS, financial loss INR 329,523.44."
REC003375,Call Data Record,6/9/2025 3:31,Haryana,Faridabad,Preeti Sharma,59,Female,9.18222E+11,Resolved,,,,,9.19088E+11,9.18276E+11,0,Missed,West Bengal,2.80088E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Haryana circle.
REC002815,Call Data Record,7/17/2024 17:19,Haryana,Panipat,Suresh Thakur,54,Male,9.19872E+11,Open,,,,,9.18947E+11,9.19939E+11,230,Outgoing,Mumbai,3.35295E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 230s logged via Punjab circle.
REC004720,Online FIR,7/2/2026 23:48,Haryana,Panipat,Neha Patel,63,Female,9.19538E+11,Escalated,,,,,,,,,,,FIR/2023/72659,Panipat Cyber Crime PS,Identity Theft,SHO Priya Chauhan,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Identity Theft, current status: Chargesheet Filed."
REC006545,Social Media Theft,6/2/2023 15:34,Tamil Nadu,Coimbatore,Abhishek Malhotra,65,Male,9.18984E+11,Resolved,,,,,,,,,,,,,,,,Facebook,@abhishek_malhotra644,Impersonation,4756,Under Review,,,,,,,,Impersonation reported on Facebook account.
REC004859,Online FIR,2/17/2025 13:25,Punjab,Mohali,Anjali Bhatt,32,Female,9.16993E+11,Closed,,,,,,,,,,,FIR/2024/23979,Mohali Cyber Crime PS,Extortion,Constable Ananya Iyer,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Under Investigation."
REC007902,Social Media Theft,1/22/2024 15:31,Andhra Pradesh,Vijayawada,Ritika Kumar,43,Female,9.18749E+11,Closed,,,,,,,,,,,,,,,,Snapchat,@ritika_kumar51,Password Compromised,106197,Recovered,,,,,,,,Password Compromised reported on Snapchat account.
REC008581,Online Bank Transaction,4/2/2025 15:05,Haryana,Gurugram,Riya Mishra,46,Female,9.18064E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN483181306707,Punjab National Bank,XXXX0071,62649.33,Debit Card,Flipkart,No,"Debit Card transaction of INR 62,649.33, fraud_flag=No."
REC008428,Online Bank Transaction,2/14/2026 0:14,Gujarat,Vadodara,Simran Iyer,31,Female,9.18366E+11,Closed,,,,,,,,,,,,,,,,,,,,,TXN931331432415,ICICI Bank,XXXX4724,251236.3,Net Banking,Unknown Merchant,No,"Net Banking transaction of INR 251,236.30, fraud_flag=No."
REC001078,Cybercrime,2/20/2025 18:42,Delhi,Dwarka,Neha Bansal,38,Female,9.1926E+11,Escalated,Online Job Fraud,WhatsApp,,0,,,,,,,,,,,,,,,,,,,,,,,,"Online Job Fraud reported via WhatsApp, financial loss INR 0.00."
REC004364,Online FIR,1/7/2025 1:28,West Bengal,Siliguri,Saanvi Patel,60,Female,9.1855E+11,Closed,,,,,,,,,,,FIR/2023/45651,Siliguri Cyber Crime PS,Harassment,ASI Pooja Yadav,Closed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Closed."
REC000771,Cybercrime,4/29/2024 12:11,Punjab,Chandigarh,Myra Dubey,44,Female,9.1654E+11,Closed,Phishing,Mobile App,,0,,,,,,,,,,,,,,,,,,,,,,,,"Phishing reported via Mobile App, financial loss INR 0.00."
REC008866,Online Bank Transaction,9/19/2024 13:07,Andhra Pradesh,Visakhapatnam,Aman Kapoor,70,Male,9.18548E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN868674504320,HDFC Bank,XXXX4209,179269.28,IMPS,BookMyShow,Yes,"IMPS transaction of INR 179,269.28, fraud_flag=Yes."
REC000250,Cybercrime,6/5/2025 12:03,Rajasthan,Udaipur,Preeti Pillai,54,Female,9.17108E+11,Under Review,Hacking,Website,,0,,,,,,,,,,,,,,,,,,,,,,,,"Hacking reported via Website, financial loss INR 0.00."
REC007240,Social Media Theft,1/19/2023 11:12,Haryana,Panipat,Aanya Singh,65,Female,9.16019E+11,Escalated,,,,,,,,,,,,,,,,WhatsApp,@aanya_singh694,Fake Profile Created,93793,Under Review,,,,,,,,Fake Profile Created reported on WhatsApp account.
REC003420,Call Data Record,4/7/2023 6:57,Kerala,Kozhikode,Riya Patel,44,Female,9.18791E+11,Closed,,,,,9.18591E+11,9.16492E+11,1873,Incoming,Haryana,9.22201E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 1873s logged via AP circle.
REC004977,Online FIR,8/30/2024 6:46,Madhya Pradesh,Gwalior,Shreya Joshi,44,Female,9.19743E+11,Closed,,,,,,,,,,,FIR/2026/74226,Gwalior Cyber Crime PS,Harassment,Inspector Pranav Kumar,Filed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Filed."
REC004545,Online FIR,9/24/2024 2:44,Tamil Nadu,Chennai,Nikhil Bose,62,Male,9.18532E+11,Closed,,,,,,,,,,,FIR/2023/18695,Chennai Cyber Crime PS,Data Theft,ASI Aarav Nair,Filed,,,,,,,,,,,,,"Online FIR filed for Data Theft, current status: Filed."
REC005566,Online FIR,6/14/2024 14:04,Kerala,Thiruvananthapuram,Abhishek Saxena,65,Male,9.19344E+11,Closed,,,,,,,,,,,FIR/2026/93434,Thiruvananthapuram Cyber Crime PS,Extortion,ASI Aarti Bansal,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Pending Verification."
REC007940,Social Media Theft,9/20/2025 6:09,Kerala,Kochi,Reyansh Patel,32,Male,9.19833E+11,Resolved,,,,,,,,,,,,,,,,WhatsApp,@reyansh_patel377,Unauthorized Access,61058,Recovered,,,,,,,,Unauthorized Access reported on WhatsApp account.
REC000717,Cybercrime,2/2/2024 8:15,West Bengal,Kolkata,Vikram Mehta,62,Male,9.19682E+11,Closed,Phishing,Mobile App,,0,,,,,,,,,,,,,,,,,,,,,,,,"Phishing reported via Mobile App, financial loss INR 0.00."
REC009653,Online Bank Transaction,3/21/2026 8:23,Karnataka,Mangaluru,Aditya Reddy,36,Male,9.16051E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN324972496474,IDBI Bank,XXXX4998,71974.04,Debit Card,Uber,No,"Debit Card transaction of INR 71,974.04, fraud_flag=No."
